销售日期,单品编码,利润(元)
2020-07-03,云南油麦菜,82.59525000000001
2020-07-03,云南生菜,123.08750999999998
2020-07-03,外地茼蒿,8.8825
2020-07-03,大白菜,15.564540000000003
2020-07-03,姬菇(1),7.679899999999999
2020-07-03,娃娃菜,33.400000000000006
2020-07-03,小白菜,21.073200000000003
2020-07-03,小米椒,53.516000000000005
2020-07-03,木耳菜,6.2262
2020-07-03,杏鲍菇(1),34.753919999999994
2020-07-03,泡泡椒(精品),74.08379
2020-07-03,海鲜菇(1),10.8052
2020-07-03,灯笼椒(1),7.8991299999999995
2020-07-03,甜白菜,47.87386
2020-07-03,竹叶菜,20.46425
2020-07-03,紫茄子(2),7.723320000000007
2020-07-03,红杭椒,17.612
2020-07-03,红椒(1),20.3734
2020-07-03,红灯笼椒(1),15.672999999999998
2020-07-03,红薯尖,28.341599999999996
2020-07-03,苋菜,18.69642
2020-07-03,菜心,33.591029999999996
2020-07-03,螺丝椒,31.11858
2020-07-03,西兰花,133.0938
2020-07-03,西峡香菇(1),137.60999999999999
2020-07-03,金针菇(1),43.16735
2020-07-03,青尖椒,8.34498
2020-07-03,青梗散花,49.81504
2020-07-03,青线椒,27.906579999999995
2020-07-03,青茄子(1),46.22436
2020-07-03,高瓜(1),22.994079999999997
2020-07-03,黄心菜(1),27.910859999999996
2020-07-03,黄白菜(2),42.561659999999996
2020-07-04,七彩椒(1),4.5530100000000004
2020-07-04,上海青,96.95984000000001
2020-07-04,东门口小白菜,13.693320000000002
2020-07-04,云南油麦菜,97.34530000000001
2020-07-04,云南生菜,114.18715000000002
2020-07-04,大白菜,13.396820000000002
2020-07-04,姬菇(1),9.91116
2020-07-04,娃娃菜,40.85
2020-07-04,小白菜,48.50244
2020-07-04,小米椒,46.93612
2020-07-04,木耳菜,11.14928
2020-07-04,杏鲍菇(1),52.216
2020-07-04,泡泡椒(精品),111.78859999999997
2020-07-04,洪湖藕带,28.263840000000002
2020-07-04,海鲜菇(1),8.157760000000001
2020-07-04,灯笼椒(1),2.94786
2020-07-04,甜白菜,56.40107999999999
2020-07-04,竹叶菜,52.25034
2020-07-04,紫茄子(2),101.11770000000001
2020-07-04,红杭椒,17.2003
2020-07-04,红椒(1),22.66184
2020-07-04,红灯笼椒(1),6.265350000000001
2020-07-04,菜心,58.26198000000001
2020-07-04,螺丝椒,85.10079999999999
2020-07-04,西兰花,202.51495
2020-07-04,西峡香菇(1),112.4736
2020-07-04,金针菇(1),49.270900000000005
2020-07-04,青尖椒,14.173319999999999
2020-07-04,青梗散花,42.26663
2020-07-04,青线椒,50.28819
2020-07-04,青茄子(1),48.52444
2020-07-04,高瓜(1),14.26113
2020-07-04,黄心菜(1),20.95149
2020-07-04,黄白菜(2),80.15587
2020-07-05,七彩椒(1),7.88175
2020-07-05,上海青,41.284420000000004
2020-07-05,东门口小白菜,14.39125
2020-07-05,云南油麦菜,28.336499999999997
2020-07-05,云南生菜,76.29247000000001
2020-07-05,大白菜,17.4564
2020-07-05,大龙茄子,40.545
2020-07-05,姬菇(1),10.809199999999999
2020-07-05,娃娃菜,35.00000000000001
2020-07-05,小米椒,52.266870000000004
2020-07-05,木耳菜,9.597920000000002
2020-07-05,杏鲍菇(1),53.92896
2020-07-05,泡泡椒(精品),131.45255999999998
2020-07-05,灯笼椒(1),2.98602
2020-07-05,甜白菜,61.97248
2020-07-05,竹叶菜,78.80574999999999
2020-07-05,紫茄子(2),74.33156
2020-07-05,红杭椒,26.0352
2020-07-05,红椒(1),33.798719999999996
2020-07-05,红灯笼椒(1),11.1534
2020-07-05,红薯尖,132.3816
2020-07-05,苋菜,15.17292
2020-07-05,菜心,42.73236
2020-07-05,螺丝椒,94.4239
2020-07-05,西兰花,191.91344999999998
2020-07-05,西峡香菇(1),143.5668
2020-07-05,金针菇(1),56.023450000000004
2020-07-05,金针菇(袋)(1),37.400000000000006
2020-07-05,青尖椒,12.902750000000001
2020-07-05,青梗散花,40.24463
2020-07-05,青线椒,48.3075
2020-07-05,青茄子(1),47.869080000000004
2020-07-05,高瓜(1),18.40702
2020-07-05,黄白菜(2),62.94675
2020-07-06,七彩椒(1),7.077880000000001
2020-07-06,上海青,50.4675
2020-07-06,云南油麦菜,25.974550000000004
2020-07-06,云南生菜,55.52863999999998
2020-07-06,外地茼蒿,38.70286000000001
2020-07-06,大白菜,25.3764
2020-07-06,大龙茄子,35.891090000000005
2020-07-06,姬菇(1),6.73933
2020-07-06,娃娃菜,28.100000000000005
2020-07-06,小白菜,43.97792
2020-07-06,小米椒,43.26368
2020-07-06,木耳菜,9.87381
2020-07-06,杏鲍菇(1),34.78632
2020-07-06,泡泡椒(精品),68.89551999999998
2020-07-06,海鲜菇(1),8.30582
2020-07-06,灯笼椒(1),5.20674
2020-07-06,甜白菜,121.03955999999998
2020-07-06,竹叶菜,39.849419999999995
2020-07-06,紫茄子(2),31.4496
2020-07-06,红杭椒,20.50252
2020-07-06,红椒(1),19.773719999999997
2020-07-06,红灯笼椒(1),12.2783
2020-07-06,红薯尖,38.1672
2020-07-06,苋菜,15.5131
2020-07-06,菜心,35.0589
2020-07-06,螺丝椒,60.502399999999994
2020-07-06,西兰花,110.08647999999998
2020-07-06,西峡香菇(1),104.13000000000001
2020-07-06,金针菇(1),35.01834
2020-07-06,金针菇(袋)(1),7.34
2020-07-06,青尖椒,13.98664
2020-07-06,青梗散花,62.1758
2020-07-06,青线椒,28.513800000000003
2020-07-06,青茄子(1),32.0463
2020-07-06,高瓜(1),13.94065
2020-07-06,黄白菜(2),31.848390000000006
2020-07-07,七彩椒(1),7.329419999999999
2020-07-07,上海青,36.978750000000005
2020-07-07,东门口小白菜,8.45688
2020-07-07,云南油麦菜,64.04578
2020-07-07,云南生菜,92.57864000000001
2020-07-07,外地茼蒿,22.47728
2020-07-07,大白菜,26.313399999999998
2020-07-07,姬菇(1),6.95844
2020-07-07,娃娃菜,23.9
2020-07-07,小白菜,42.2669
2020-07-07,小米椒,38.63318
2020-07-07,平菇,2.12
2020-07-07,木耳菜,14.11461
2020-07-07,杏鲍菇(1),51.75441000000001
2020-07-07,泡泡椒(精品),27.6575
2020-07-07,海鲜菇(1),15.401199999999998
2020-07-07,灯笼椒(1),10.38247
2020-07-07,甜白菜,28.860919999999993
2020-07-07,竹叶菜,33.15192
2020-07-07,紫茄子(2),47.449999999999996
2020-07-07,红杭椒,24.000599999999995
2020-07-07,红椒(1),18.79416
2020-07-07,红灯笼椒(1),10.22256
2020-07-07,红薯尖,15.0444
2020-07-07,苋菜,22.08988
2020-07-07,菜心,38.451299999999996
2020-07-07,螺丝椒,70.8032
2020-07-07,西兰花,111.562
2020-07-07,西峡香菇(1),113.35740000000001
2020-07-07,金针菇(1),59.62935
2020-07-07,金针菇(袋)(1),7.04
2020-07-07,青尖椒,12.8656
2020-07-07,青梗散花,80.80843999999999
2020-07-07,青线椒,22.820400000000003
2020-07-07,青茄子(1),34.1484
2020-07-07,高瓜(1),14.15118
2020-07-07,黄白菜(2),32.829930000000004
2020-07-08,七彩椒(1),6.026400000000001
2020-07-08,上海青,47.13375
2020-07-08,云南油麦菜,21.897
2020-07-08,云南生菜,65.72412
2020-07-08,净藕(1),57.673
2020-07-08,南瓜尖,16.62375
2020-07-08,外地茼蒿,9.385739999999998
2020-07-08,大白菜,12.258
2020-07-08,姬菇(1),5.56604
2020-07-08,娃娃菜,9.939999999999998
2020-07-08,小白菜,29.741400000000002
2020-07-08,小米椒,45.13290000000001
2020-07-08,木耳菜,12.356910000000001
2020-07-08,杏鲍菇(1),47.01276
2020-07-08,泡泡椒(精品),71.67875
2020-07-08,海鲜菇(1),11.407440000000001
2020-07-08,灯笼椒(1),7.5451
2020-07-08,甜白菜,55.93471999999999
2020-07-08,竹叶菜,23.62246
2020-07-08,紫茄子(2),50.73995999999999
2020-07-08,红杭椒,26.430600000000002
2020-07-08,红椒(1),20.4546
2020-07-08,红灯笼椒(1),10.745019999999998
2020-07-08,红薯尖,36.348
2020-07-08,苋菜,25.05804
2020-07-08,菜心,28.448700000000002
2020-07-08,螺丝椒,118.68935000000002
2020-07-08,西兰花,120.98731000000001
2020-07-08,西峡香菇(1),115.65060000000001
2020-07-08,金针菇(1),51.2833
2020-07-08,青尖椒,17.939420000000002
2020-07-08,青梗散花,77.55416000000001
2020-07-08,青线椒,18.218760000000003
2020-07-08,青茄子(1),41.32072
2020-07-08,高瓜(1),10.71798
2020-07-08,黄心菜(1),22.028220000000005
2020-07-08,黄白菜(2),50.553000000000004
2020-07-09,七彩椒(1),2.30432
2020-07-09,上海青,38.182500000000005
2020-07-09,云南油麦菜,31.97925
2020-07-09,云南生菜,97.34046000000002
2020-07-09,外地茼蒿,9.208599999999999
2020-07-09,大白菜,42.8127
2020-07-09,大龙茄子,61.49715
2020-07-09,姬菇(1),8.363999999999999
2020-07-09,娃娃菜,25.290000000000006
2020-07-09,小白菜,20.98638
2020-07-09,小米椒,29.250000000000004
2020-07-09,木耳菜,11.15614
2020-07-09,杏鲍菇(1),39.960119999999996
2020-07-09,泡泡椒(精品),102.245
2020-07-09,海鲜菇(1),10.754710000000003
2020-07-09,灯笼椒(1),9.59032
2020-07-09,甜白菜,49.028319999999994
2020-07-09,竹叶菜,55.44536
2020-07-09,紫茄子(2),26.8623
2020-07-09,红杭椒,18.38912
2020-07-09,红椒(1),17.579520000000002
2020-07-09,红灯笼椒(1),0.8985599999999999
2020-07-09,红薯尖,46.0752
2020-07-09,苋菜,18.7776
2020-07-09,菜心,25.834950000000006
2020-07-09,螺丝椒,66.93975
2020-07-09,西兰花,125.26885000000003
2020-07-09,西峡香菇(1),82.24320000000002
2020-07-09,金针菇(1),50.02305
2020-07-09,青尖椒,9.75502
2020-07-09,青梗散花,60.35954
2020-07-09,青线椒,23.46774
2020-07-09,青茄子(1),16.10532
2020-07-09,高瓜(1),9.54018
2020-07-09,黄心菜(1),41.124179999999996
2020-07-09,黄白菜(2),30.619620000000005
2020-07-10,七彩椒(1),6.995800000000001
2020-07-10,上海青,47.619749999999996
2020-07-10,云南油麦菜,63.140499999999996
2020-07-10,云南生菜,39.16665999999999
2020-07-10,净藕(1),44.93039999999999
2020-07-10,外地茼蒿,6.8386499999999995
2020-07-10,大白菜,31.500499999999995
2020-07-10,大龙茄子,26.957740000000005
2020-07-10,姬菇(1),8.8021
2020-07-10,娃娃菜,36.760000000000005
2020-07-10,小白菜,42.57416
2020-07-10,小米椒,59.06980000000001
2020-07-10,木耳菜,6.408059999999999
2020-07-10,杏鲍菇(1),44.37041
2020-07-10,泡泡椒(精品),97.41952
2020-07-10,海鲜菇(1),14.78228
2020-07-10,牛首油菜,0.6402200000000002
2020-07-10,甜白菜,35.99444
2020-07-10,竹叶菜,45.29542000000001
2020-07-10,紫茄子(2),37.4912
2020-07-10,红杭椒,17.98749
2020-07-10,红椒(1),11.496450000000001
2020-07-10,红薯尖,39.967499999999994
2020-07-10,苋菜,17.85261
2020-07-10,菜心,36.27158000000001
2020-07-10,螺丝椒,99.35042
2020-07-10,蟹味菇(2),6.16
2020-07-10,西兰花,142.79566
2020-07-10,西峡香菇(1),67.2048
2020-07-10,金针菇(1),49.039550000000006
2020-07-10,青尖椒,9.297609999999999
2020-07-10,青梗散花,109.0645
2020-07-10,青线椒,23.56141
2020-07-10,青茄子(1),28.3667
2020-07-10,高瓜(1),11.741999999999999
2020-07-10,黄心菜(1),9.176120000000001
2020-07-10,黄白菜(2),42.288160000000005
2020-07-11,七彩椒(1),8.820599999999999
2020-07-11,上海青,83.4871
2020-07-11,东门口小白菜,35.246700000000004
2020-07-11,云南油麦菜,104.34415000000001
2020-07-11,云南生菜,55.958909999999996
2020-07-11,净藕(1),50.3073
2020-07-11,外地茼蒿,46.127370000000006
2020-07-11,大白菜,13.9599
2020-07-11,姬菇(1),11.070419999999999
2020-07-11,娃娃菜,44.160000000000004
2020-07-11,小白菜,41.75015999999999
2020-07-11,小米椒,63.1031
2020-07-11,木耳菜,8.2248
2020-07-11,杏鲍菇(1),53.709979999999995
2020-07-11,泡泡椒(精品),99.93684000000002
2020-07-11,海鲜菇(1),17.246000000000002
2020-07-11,灯笼椒(1),21.89168
2020-07-11,甜白菜,106.32560000000001
2020-07-11,竹叶菜,60.297839999999994
2020-07-11,紫茄子(2),84.89630000000001
2020-07-11,红杭椒,33.08868
2020-07-11,红椒(1),17.889200000000002
2020-07-11,红灯笼椒(1),9.8393
2020-07-11,红薯尖,33.662699999999994
2020-07-11,苋菜,21.576380000000004
2020-07-11,菜心,40.542590000000004
2020-07-11,螺丝椒,159.97175000000001
2020-07-11,西兰花,181.50069000000002
2020-07-11,西峡香菇(1),146.7768
2020-07-11,金针菇(1),57.34516
2020-07-11,青梗散花,121.79192000000002
2020-07-11,青线椒,37.8666
2020-07-11,青茄子(1),60.88272
2020-07-11,高瓜(1),6.71976
2020-07-11,黄白菜(2),108.47455000000001
2020-07-12,七彩椒(1),14.36407
2020-07-12,上海青,50.945499999999996
2020-07-12,东门口小白菜,22.709640000000004
2020-07-12,云南油麦菜,143.8994
2020-07-12,云南生菜,88.72424000000001
2020-07-12,净藕(1),63.7424
2020-07-12,外地茼蒿,16.48944
2020-07-12,大白菜,31.4035
2020-07-12,大龙茄子,75.67929999999998
2020-07-12,姬菇(1),11.0182
2020-07-12,娃娃菜,42.75000000000001
2020-07-12,小白菜,32.62758999999999
2020-07-12,小米椒,78.63431
2020-07-12,木耳菜,13.29718
2020-07-12,杏鲍菇(1),72.33756
2020-07-12,泡泡椒(精品),146.19570000000002
2020-07-12,洪湖藕带,14.63435
2020-07-12,海鲜菇(1),16.22052
2020-07-12,灯笼椒(1),5.4747
2020-07-12,甜白菜,92.35001999999999
2020-07-12,白玉菇(2),5.720000000000001
2020-07-12,竹叶菜,90.17868
2020-07-12,紫茄子(2),115.39605000000002
2020-07-12,红杭椒,23.514780000000005
2020-07-12,红椒(1),27.608940000000004
2020-07-12,红灯笼椒(1),8.32445
2020-07-12,红薯尖,30.1505
2020-07-12,苋菜,20.756109999999996
2020-07-12,菜心,59.69976
2020-07-12,螺丝椒,34.55635000000001
2020-07-12,西兰花,217.5861
2020-07-12,西峡香菇(1),120.84130000000002
2020-07-12,金针菇(1),47.883799999999994
2020-07-12,青尖椒,10.381939999999998
2020-07-12,青梗散花,106.4113
2020-07-12,青线椒,25.1326
2020-07-12,青茄子(1),41.639399999999995
2020-07-12,高瓜(1),8.73936
2020-07-12,黄白菜(2),112.71266000000001
2020-07-13,七彩椒(1),8.0868
2020-07-13,上海青,44.34905
2020-07-13,东门口小白菜,31.02832
2020-07-13,云南油麦菜,55.99415
2020-07-13,云南生菜,98.8182
2020-07-13,净藕(1),58.22659999999999
2020-07-13,大白菜,34.041199999999996
2020-07-13,大龙茄子,49.24348
2020-07-13,姬菇(1),8.06344
2020-07-13,娃娃菜,22.400000000000002
2020-07-13,小白菜,20.36825
2020-07-13,小米椒,53.336740000000006
2020-07-13,木耳菜,8.67075
2020-07-13,杏鲍菇(1),49.526540000000004
2020-07-13,泡泡椒(精品),87.52839999999999
2020-07-13,海鲜菇(1),16.21895
2020-07-13,灯笼椒(1),4.81314
2020-07-13,甜白菜,99.60171000000001
2020-07-13,竹叶菜,21.55637
2020-07-13,紫茄子(2),49.95924
2020-07-13,红杭椒,17.699499999999997
2020-07-13,红椒(1),20.6622
2020-07-13,红灯笼椒(1),6.059920000000001
2020-07-13,红薯尖,34.8154
2020-07-13,菜心,18.66992
2020-07-13,螺丝椒,42.32001000000001
2020-07-13,西兰花,88.42454000000001
2020-07-13,西峡香菇(1),100.77240000000002
2020-07-13,金针菇(1),54.296350000000004
2020-07-13,青尖椒,9.17372
2020-07-13,青梗散花,42.80338
2020-07-13,青线椒,18.8844
2020-07-13,青茄子(1),28.720799999999997
2020-07-13,高瓜(1),12.5866
2020-07-13,黄白菜(2),38.39168000000001
2020-07-14,七彩椒(1),2.6593000000000004
2020-07-14,上海青,42.056000000000004
2020-07-14,东门口小白菜,18.75236
2020-07-14,云南油麦菜,70.884
2020-07-14,云南生菜,76.84634000000001
2020-07-14,净藕(1),61.1145
2020-07-14,大白菜,28.4658
2020-07-14,大龙茄子,34.282590000000006
2020-07-14,姬菇(1),7.092800000000001
2020-07-14,娃娃菜,42.60000000000001
2020-07-14,小白菜,26.165150000000004
2020-07-14,小米椒,47.83212
2020-07-14,木耳菜,10.860500000000002
2020-07-14,杏鲍菇(1),60.8008
2020-07-14,泡泡椒(精品),100.60075000000002
2020-07-14,海鲜菇(1),9.19646
2020-07-14,海鲜菇(袋)(1),7.199999999999999
2020-07-14,灯笼椒(1),10.600699999999998
2020-07-14,甜白菜,48.569900000000004
2020-07-14,白玉菇(2),5.84
2020-07-14,竹叶菜,26.644000000000005
2020-07-14,紫茄子(2),29.45597
2020-07-14,红杭椒,12.728599999999998
2020-07-14,红椒(1),10.5163
2020-07-14,红灯笼椒(1),10.0213
2020-07-14,红薯尖,100.892
2020-07-14,菜心,30.49152
2020-07-14,螺丝椒,76.3954
2020-07-14,西兰花,166.96080999999998
2020-07-14,西峡香菇(1),94.30190000000002
2020-07-14,金针菇(1),58.021
2020-07-14,青尖椒,7.6675200000000014
2020-07-14,青梗散花,89.75312000000001
2020-07-14,青线椒,17.99124
2020-07-14,青茄子(1),28.218899999999998
2020-07-14,高瓜(1),6.297479999999999
2020-07-14,黄白菜(2),24.621570000000002
2020-07-15,七彩椒(1),4.455
2020-07-15,上海青,65.2568
2020-07-15,东门口小白菜,12.7107
2020-07-15,云南油麦菜,95.97680000000001
2020-07-15,云南生菜,72.07176
2020-07-15,净藕(1),66.26820000000001
2020-07-15,大白菜,45.881460000000004
2020-07-15,大龙茄子,56.31052
2020-07-15,姬菇(1),8.70419
2020-07-15,娃娃菜,34.44
2020-07-15,小米椒,18.93672
2020-07-15,木耳菜,15.789959999999999
2020-07-15,杏鲍菇(1),83.23391
2020-07-15,泡泡椒(精品),119.3655
2020-07-15,海鲜菇(1),14.828499999999998
2020-07-15,海鲜菇(袋)(1),4.0
2020-07-15,灯笼椒(1),2.49854
2020-07-15,甜白菜,68.88
2020-07-15,白玉菇(2),4.3500000000000005
2020-07-15,竹叶菜,31.47628
2020-07-15,紫茄子(2),31.535789999999995
2020-07-15,红杭椒,21.373930000000005
2020-07-15,红椒(1),26.04148
2020-07-15,红灯笼椒(1),5.639800000000001
2020-07-15,红薯尖,43.2861
2020-07-15,菜心,32.298519999999996
2020-07-15,螺丝椒,70.85788000000001
2020-07-15,西兰花,115.1303
2020-07-15,西峡香菇(1),59.57160000000001
2020-07-15,金针菇(1),47.57764
2020-07-15,青尖椒,13.371619999999998
2020-07-15,青梗散花,59.11465999999999
2020-07-15,青线椒,18.46056
2020-07-15,青茄子(1),30.86718999999999
2020-07-15,高瓜(1),8.28266
2020-07-15,黄白菜(2),70.64505000000001
2020-07-16,七彩椒(1),6.140690000000001
2020-07-16,上海青,60.44247
2020-07-16,东门口小白菜,12.541049999999998
2020-07-16,云南油麦菜,96.52215
2020-07-16,云南生菜,73.9912
2020-07-16,净藕(1),66.7956
2020-07-16,大白菜,35.123000000000005
2020-07-16,大龙茄子,47.117000000000004
2020-07-16,姬菇(1),6.09966
2020-07-16,姬菇(包),11.200000000000001
2020-07-16,娃娃菜,32.129999999999995
2020-07-16,小白菜,45.98199
2020-07-16,小米椒,39.200790000000005
2020-07-16,木耳菜,16.971300000000003
2020-07-16,杏鲍菇(1),62.3204
2020-07-16,泡泡椒(精品),114.57478
2020-07-16,海鲜菇(1),15.232909999999999
2020-07-16,灯笼椒(1),-1.3104
2020-07-16,甜白菜,46.5816
2020-07-16,白玉菇(2),7.350000000000001
2020-07-16,竹叶菜,41.66136
2020-07-16,紫茄子(2),14.995619999999999
2020-07-16,红杭椒,11.08526
2020-07-16,红椒(1),18.692999999999998
2020-07-16,红灯笼椒(1),16.439
2020-07-16,红薯尖,43.8652
2020-07-16,菜心,39.56331
2020-07-16,螺丝椒,65.54012
2020-07-16,西兰花,144.66824000000003
2020-07-16,西峡香菇(1),114.40560000000002
2020-07-16,金针菇(1),57.26625
2020-07-16,青尖椒,7.100719999999999
2020-07-16,青梗散花,46.286080000000005
2020-07-16,青线椒,22.360780000000002
2020-07-16,青茄子(1),20.922019999999993
2020-07-16,高瓜(1),13.00788
2020-07-16,黄白菜(2),62.24464000000001
2020-07-17,七彩椒(1),12.29832
2020-07-17,上海青,34.870430000000006
2020-07-17,东门口小白菜,29.766370000000006
2020-07-17,云南油麦菜,75.51355
2020-07-17,云南生菜,83.954
2020-07-17,净藕(1),62.472
2020-07-17,大白菜,41.8776
2020-07-17,大龙茄子,62.9661
2020-07-17,姬菇(1),7.673659999999999
2020-07-17,姬菇(包),5.640000000000001
2020-07-17,娃娃菜,36.22
2020-07-17,小白菜,27.859350000000003
2020-07-17,小米椒,35.6433
2020-07-17,木耳菜,13.387000000000002
2020-07-17,杏鲍菇(1),67.15381
2020-07-17,泡泡椒(精品),102.3414
2020-07-17,海鲜菇(1),16.08792
2020-07-17,灯笼椒(1),4.12116
2020-07-17,甜白菜,44.0153
2020-07-17,白玉菇(2),5.68
2020-07-17,竹叶菜,28.08592
2020-07-17,紫茄子(2),43.92696000000001
2020-07-17,红杭椒,13.8799
2020-07-17,红椒(1),16.824959999999997
2020-07-17,红灯笼椒(1),31.64843
2020-07-17,红薯尖,45.617599999999996
2020-07-17,苋菜,10.414180000000002
2020-07-17,菜心,38.0348
2020-07-17,螺丝椒,41.65814
2020-07-17,西兰花,147.77722
2020-07-17,西峡香菇(1),116.98000000000002
2020-07-17,金针菇(1),62.9034
2020-07-17,青尖椒,8.898119999999999
2020-07-17,青梗散花,52.46442
2020-07-17,青线椒,19.01474
2020-07-17,青茄子(1),16.873299999999997
2020-07-17,高瓜(1),13.36444
2020-07-17,黄白菜(2),29.881800000000005
2020-07-18,七彩椒(1),12.94522
2020-07-18,上海青,100.78322
2020-07-18,云南油麦菜,105.16595
2020-07-18,云南生菜,122.0297
2020-07-18,净藕(1),64.8994
2020-07-18,大白菜,23.671400000000002
2020-07-18,大龙茄子,78.72080000000001
2020-07-18,姬菇(1),9.657
2020-07-18,姬菇(包),15.860000000000003
2020-07-18,娃娃菜,38.68000000000001
2020-07-18,小白菜,75.4182
2020-07-18,小米椒,55.098380000000006
2020-07-18,木耳菜,18.277900000000002
2020-07-18,杏鲍菇(1),80.5287
2020-07-18,泡泡椒(精品),124.69930000000001
2020-07-18,海鲜菇(1),14.07837
2020-07-18,灯笼椒(1),16.8298
2020-07-18,甜白菜,44.5809
2020-07-18,白玉菇(2),8.28
2020-07-18,竹叶菜,18.62336
2020-07-18,紫茄子(2),49.555580000000006
2020-07-18,红杭椒,19.226040000000005
2020-07-18,红椒(1),36.129099999999994
2020-07-18,红灯笼椒(1),17.088
2020-07-18,红薯尖,88.74961
2020-07-18,苋菜,11.778439999999998
2020-07-18,菜心,72.16217999999999
2020-07-18,螺丝椒,93.6307
2020-07-18,西兰花,208.67149999999998
2020-07-18,西峡香菇(1),162.31980000000001
2020-07-18,金针菇(1),74.31808000000001
2020-07-18,青尖椒,6.31484
2020-07-18,青梗散花,69.98912
2020-07-18,青线椒,43.222840000000005
2020-07-18,青茄子(1),44.75854999999999
2020-07-18,高瓜(1),7.71615
2020-07-18,黄白菜(2),61.96941000000001
2020-07-19,七彩椒(1),10.243640000000001
2020-07-19,上海青,140.09498
2020-07-19,云南油麦菜,161.12340000000003
2020-07-19,云南生菜,110.39650000000002
2020-07-19,净藕(1),66.3399
2020-07-19,大白菜,50.6076
2020-07-19,大龙茄子,86.37826
2020-07-19,姬菇(1),11.290560000000001
2020-07-19,姬菇(包),8.34
2020-07-19,娃娃菜,37.760000000000005
2020-07-19,小白菜,34.2234
2020-07-19,小米椒,47.815270000000005
2020-07-19,木耳菜,7.23513
2020-07-19,杏鲍菇(1),100.13602999999999
2020-07-19,泡泡椒(精品),159.48971
2020-07-19,海鲜菇(1),17.8186
2020-07-19,灯笼椒(1),17.150090000000002
2020-07-19,甜白菜,125.72615000000002
2020-07-19,白玉菇(2),4.3500000000000005
2020-07-19,竹叶菜,39.45719999999999
2020-07-19,紫茄子(2),99.24866000000002
2020-07-19,红杭椒,31.52878
2020-07-19,红椒(1),32.176350000000006
2020-07-19,红灯笼椒(1),1.5141699999999998
2020-07-19,红薯尖,28.394500000000004
2020-07-19,菜心,51.91216
2020-07-19,螺丝椒,92.88274999999999
2020-07-19,西兰花,269.7525
2020-07-19,西峡香菇(1),248.59950000000003
2020-07-19,金针菇(1),74.0929
2020-07-19,青尖椒,10.6905
2020-07-19,青梗散花,83.91592000000001
2020-07-19,青线椒,28.997819999999997
